index,[0 - sepallength (numeric)],[1 - sepalwidth (numeric)],[2 - petallength (numeric)],[3 - petalwidth (numeric)],target
0,5.099999904632568,3.5,1.399999976158142,0.20000000298023224,0.0
1,4.900000095367432,3.0,1.399999976158142,0.20000000298023224,0.0
2,4.699999809265137,3.200000047683716,1.2999999523162842,0.20000000298023224,0.0
3,4.599999904632568,3.0999999046325684,1.5,0.20000000298023224,0.0
4,5.0,3.5999999046325684,1.399999976158142,0.20000000298023224,0.0
5,5.400000095367432,3.9000000953674316,1.7000000476837158,0.4000000059604645,0.0
6,4.599999904632568,3.4000000953674316,1.399999976158142,0.30000001192092896,0.0
7,5.0,3.4000000953674316,1.5,0.20000000298023224,0.0
8,4.400000095367432,2.9000000953674316,1.399999976158142,0.20000000298023224,0.0
9,4.900000095367432,3.0999999046325684,1.5,0.10000000149011612,0.0
10,5.400000095367432,3.700000047683716,1.5,0.20000000298023224,0.0
11,4.800000190734863,3.4000000953674316,1.600000023841858,0.20000000298023224,0.0
12,4.800000190734863,3.0,1.399999976158142,0.10000000149011612,0.0
13,4.300000190734863,3.0,1.100000023841858,0.10000000149011612,0.0
14,5.800000190734863,4.0,1.2000000476837158,0.20000000298023224,0.0
15,5.699999809265137,4.400000095367432,1.5,0.4000000059604645,0.0
16,5.400000095367432,3.9000000953674316,1.2999999523162842,0.4000000059604645,0.0
17,5.099999904632568,3.5,1.399999976158142,0.30000001192092896,0.0
18,5.699999809265137,3.799999952316284,1.7000000476837158,0.30000001192092896,0.0
19,5.099999904632568,3.799999952316284,1.5,0.30000001192092896,0.0
20,5.400000095367432,3.4000000953674316,1.7000000476837158,0.20000000298023224,0.0
21,5.099999904632568,3.700000047683716,1.5,0.4000000059604645,0.0
22,4.599999904632568,3.5999999046325684,1.0,0.20000000298023224,0.0
23,5.099999904632568,3.299999952316284,1.7000000476837158,0.5,0.0
24,4.800000190734863,3.4000000953674316,1.899999976158142,0.20000000298023224,0.0
25,5.0,3.0,1.600000023841858,0.20000000298023224,0.0
26,5.0,3.4000000953674316,1.600000023841858,0.4000000059604645,0.0
27,5.199999809265137,3.5,1.5,0.20000000298023224,0.0
28,5.199999809265137,3.4000000953674316,1.399999976158142,0.20000000298023224,0.0
29,4.699999809265137,3.200000047683716,1.600000023841858,0.20000000298023224,0.0
30,4.800000190734863,3.0999999046325684,1.600000023841858,0.20000000298023224,0.0
31,5.400000095367432,3.4000000953674316,1.5,0.4000000059604645,0.0
32,5.199999809265137,4.099999904632568,1.5,0.10000000149011612,0.0
33,5.5,4.199999809265137,1.399999976158142,0.20000000298023224,0.0
34,4.900000095367432,3.0999999046325684,1.5,0.10000000149011612,0.0
35,5.0,3.200000047683716,1.2000000476837158,0.20000000298023224,0.0
36,5.5,3.5,1.2999999523162842,0.20000000298023224,0.0
37,4.900000095367432,3.0999999046325684,1.5,0.10000000149011612,0.0
38,4.400000095367432,3.0,1.2999999523162842,0.20000000298023224,0.0
39,5.099999904632568,3.4000000953674316,1.5,0.20000000298023224,0.0
40,5.0,3.5,1.2999999523162842,0.30000001192092896,0.0
41,4.5,2.299999952316284,1.2999999523162842,0.30000001192092896,0.0
42,4.400000095367432,3.200000047683716,1.2999999523162842,0.20000000298023224,0.0
43,5.0,3.5,1.600000023841858,0.6000000238418579,0.0
44,5.099999904632568,3.799999952316284,1.899999976158142,0.4000000059604645,0.0
45,4.800000190734863,3.0,1.399999976158142,0.30000001192092896,0.0
46,5.099999904632568,3.799999952316284,1.600000023841858,0.20000000298023224,0.0
47,4.599999904632568,3.200000047683716,1.399999976158142,0.20000000298023224,0.0
48,5.300000190734863,3.700000047683716,1.5,0.20000000298023224,0.0
49,5.0,3.299999952316284,1.399999976158142,0.20000000298023224,0.0
50,7.0,3.200000047683716,4.699999809265137,1.399999976158142,1.0
51,6.400000095367432,3.200000047683716,4.5,1.5,1.0
52,6.900000095367432,3.0999999046325684,4.900000095367432,1.5,1.0
53,5.5,2.299999952316284,4.0,1.2999999523162842,1.0
54,6.5,2.799999952316284,4.599999904632568,1.5,1.0
55,5.699999809265137,2.799999952316284,4.5,1.2999999523162842,1.0
56,6.300000190734863,3.299999952316284,4.699999809265137,1.600000023841858,1.0
57,4.900000095367432,2.4000000953674316,3.299999952316284,1.0,1.0
58,6.599999904632568,2.9000000953674316,4.599999904632568,1.2999999523162842,1.0
59,5.199999809265137,2.700000047683716,3.9000000953674316,1.399999976158142,1.0
60,5.0,2.0,3.5,1.0,1.0
61,5.900000095367432,3.0,4.199999809265137,1.5,1.0
62,6.0,2.200000047683716,4.0,1.0,1.0
63,6.099999904632568,2.9000000953674316,4.699999809265137,1.399999976158142,1.0
64,5.599999904632568,2.9000000953674316,3.5999999046325684,1.2999999523162842,1.0
65,6.699999809265137,3.0999999046325684,4.400000095367432,1.399999976158142,1.0
66,5.599999904632568,3.0,4.5,1.5,1.0
67,5.800000190734863,2.700000047683716,4.099999904632568,1.0,1.0
68,6.199999809265137,2.200000047683716,4.5,1.5,1.0
69,5.599999904632568,2.5,3.9000000953674316,1.100000023841858,1.0
70,5.900000095367432,3.200000047683716,4.800000190734863,1.7999999523162842,1.0
71,6.099999904632568,2.799999952316284,4.0,1.2999999523162842,1.0
72,6.300000190734863,2.5,4.900000095367432,1.5,1.0
73,6.099999904632568,2.799999952316284,4.699999809265137,1.2000000476837158,1.0
74,6.400000095367432,2.9000000953674316,4.300000190734863,1.2999999523162842,1.0
75,6.599999904632568,3.0,4.400000095367432,1.399999976158142,1.0
76,6.800000190734863,2.799999952316284,4.800000190734863,1.399999976158142,1.0
77,6.699999809265137,3.0,5.0,1.7000000476837158,1.0
78,6.0,2.9000000953674316,4.5,1.5,1.0
79,5.699999809265137,2.5999999046325684,3.5,1.0,1.0
80,5.5,2.4000000953674316,3.799999952316284,1.100000023841858,1.0
81,5.5,2.4000000953674316,3.700000047683716,1.0,1.0
82,5.800000190734863,2.700000047683716,3.9000000953674316,1.2000000476837158,1.0
83,6.0,2.700000047683716,5.099999904632568,1.600000023841858,1.0
84,5.400000095367432,3.0,4.5,1.5,1.0
85,6.0,3.4000000953674316,4.5,1.600000023841858,1.0
86,6.699999809265137,3.0999999046325684,4.699999809265137,1.5,1.0
87,6.300000190734863,2.299999952316284,4.400000095367432,1.2999999523162842,1.0
88,5.599999904632568,3.0,4.099999904632568,1.2999999523162842,1.0
89,5.5,2.5,4.0,1.2999999523162842,1.0
90,5.5,2.5999999046325684,4.400000095367432,1.2000000476837158,1.0
91,6.099999904632568,3.0,4.599999904632568,1.399999976158142,1.0
92,5.800000190734863,2.5999999046325684,4.0,1.2000000476837158,1.0
93,5.0,2.299999952316284,3.299999952316284,1.0,1.0
94,5.599999904632568,2.700000047683716,4.199999809265137,1.2999999523162842,1.0
95,5.699999809265137,3.0,4.199999809265137,1.2000000476837158,1.0
96,5.699999809265137,2.9000000953674316,4.199999809265137,1.2999999523162842,1.0
97,6.199999809265137,2.9000000953674316,4.300000190734863,1.2999999523162842,1.0
98,5.099999904632568,2.5,3.0,1.100000023841858,1.0
99,5.699999809265137,2.799999952316284,4.099999904632568,1.2999999523162842,1.0
100,6.300000190734863,3.299999952316284,6.0,2.5,2.0
101,5.800000190734863,2.700000047683716,5.099999904632568,1.899999976158142,2.0
102,7.099999904632568,3.0,5.900000095367432,2.0999999046325684,2.0
103,6.300000190734863,2.9000000953674316,5.599999904632568,1.7999999523162842,2.0
104,6.5,3.0,5.800000190734863,2.200000047683716,2.0
105,7.599999904632568,3.0,6.599999904632568,2.0999999046325684,2.0
106,4.900000095367432,2.5,4.5,1.7000000476837158,2.0
107,7.300000190734863,2.9000000953674316,6.300000190734863,1.7999999523162842,2.0
108,6.699999809265137,2.5,5.800000190734863,1.7999999523162842,2.0
109,7.199999809265137,3.5999999046325684,6.099999904632568,2.5,2.0
110,6.5,3.200000047683716,5.099999904632568,2.0,2.0
111,6.400000095367432,2.700000047683716,5.300000190734863,1.899999976158142,2.0
112,6.800000190734863,3.0,5.5,2.0999999046325684,2.0
113,5.699999809265137,2.5,5.0,2.0,2.0
114,5.800000190734863,2.799999952316284,5.099999904632568,2.4000000953674316,2.0
115,6.400000095367432,3.200000047683716,5.300000190734863,2.299999952316284,2.0
116,6.5,3.0,5.5,1.7999999523162842,2.0
117,7.699999809265137,3.799999952316284,6.699999809265137,2.200000047683716,2.0
118,7.699999809265137,2.5999999046325684,6.900000095367432,2.299999952316284,2.0
119,6.0,2.200000047683716,5.0,1.5,2.0
120,6.900000095367432,3.200000047683716,5.699999809265137,2.299999952316284,2.0
121,5.599999904632568,2.799999952316284,4.900000095367432,2.0,2.0
122,7.699999809265137,2.799999952316284,6.699999809265137,2.0,2.0
123,6.300000190734863,2.700000047683716,4.900000095367432,1.7999999523162842,2.0
124,6.699999809265137,3.299999952316284,5.699999809265137,2.0999999046325684,2.0
125,7.199999809265137,3.200000047683716,6.0,1.7999999523162842,2.0
126,6.199999809265137,2.799999952316284,4.800000190734863,1.7999999523162842,2.0
127,6.099999904632568,3.0,4.900000095367432,1.7999999523162842,2.0
128,6.400000095367432,2.799999952316284,5.599999904632568,2.0999999046325684,2.0
129,7.199999809265137,3.0,5.800000190734863,1.600000023841858,2.0
130,7.400000095367432,2.799999952316284,6.099999904632568,1.899999976158142,2.0
131,7.900000095367432,3.799999952316284,6.400000095367432,2.0,2.0
132,6.400000095367432,2.799999952316284,5.599999904632568,2.200000047683716,2.0
133,6.300000190734863,2.799999952316284,5.099999904632568,1.5,2.0
134,6.099999904632568,2.5999999046325684,5.599999904632568,1.399999976158142,2.0
135,7.699999809265137,3.0,6.099999904632568,2.299999952316284,2.0
136,6.300000190734863,3.4000000953674316,5.599999904632568,2.4000000953674316,2.0
137,6.400000095367432,3.0999999046325684,5.5,1.7999999523162842,2.0
138,6.0,3.0,4.800000190734863,1.7999999523162842,2.0
139,6.900000095367432,3.0999999046325684,5.400000095367432,2.0999999046325684,2.0
140,6.699999809265137,3.0999999046325684,5.599999904632568,2.4000000953674316,2.0
141,6.900000095367432,3.0999999046325684,5.099999904632568,2.299999952316284,2.0
142,5.800000190734863,2.700000047683716,5.099999904632568,1.899999976158142,2.0
143,6.800000190734863,3.200000047683716,5.900000095367432,2.299999952316284,2.0
144,6.699999809265137,3.299999952316284,5.699999809265137,2.5,2.0
145,6.699999809265137,3.0,5.199999809265137,2.299999952316284,2.0
146,6.300000190734863,2.5,5.0,1.899999976158142,2.0
147,6.5,3.0,5.199999809265137,2.0,2.0
148,6.199999809265137,3.4000000953674316,5.400000095367432,2.299999952316284,2.0
149,5.900000095367432,3.0,5.099999904632568,1.7999999523162842,2.0
